,line_no,line_up,station_num,station_0,station_1,station_2,station_3,station_4,station_5,station_6,station_7,station_8,station_9,station_10,station_11,station_12,station_13,station_14,station_15,station_16,station_17,station_18,station_19,station_20,station_21,station_22,station_23,station_24,station_25,station_26,station_27,station_28,station_29,station_30,station_31,station_32,station_33,station_34,station_35,station_36,station_37,station_38,station_39,station_40,station_41,station_42,station_43,station_44,station_45,station_46,station_47,station_48,station_49,station_50,station_51,station_52,station_53,station_54,station_55,station_56,station_57,station_58,station_59,station_60,station_61,station_62,station_63,station_64,station_65,station_66,station_67,station_68,station_69,station_70,station_71,station_72,station_73,station_74,station_75,station_76,station_77,station_78,station_79,station_80,station_81,station_82,station_83,station_84,station_85
827,696路,0,15,空港地铁公交站,保税路,汽车园东路,西三道,空港投资服务中心,空港奥特莱斯南,赤贯桥,东四道,天骥智谷,武警后勤学院,东丽湖生态公园,欢乐谷东,天津华侨城欢乐谷,芳樱路华侨城实验学校,恒大绿洲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
828,696路,1,15,恒大绿洲,华侨城实验学校,天津华侨城欢乐谷,欢乐谷东,东丽湖生态公园,武警后勤学院,天骥智谷,津汉公路首创溪堤郡,赤贯桥,空港奥特莱斯南,空港投资服务中心,西三道,汽车园东路,保税路,空港地铁公交站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
829,690路,0,41,华明新家园北公交站(华明新家园北站),华丰家园,顶秀欣园,海上国际城,华润橡树湾,旭园,紫园,翠园,达园,香园,华明三纬路,岭明里,环河北路,空港经济区管委会,空港投资服务中心,空港西湖,科技大厦(融和广场),天保名居花园,万科新里程,露西亚(露西亚商街),西七道,西八道,中心大道西九道,中心大道西十一道,中心大道中环南路,天保青年公寓,航空路南(西子联合),通航路(海鸥手表),西十一道(特变电工),西十道,西九道,空客,综合保税区,流芳台,幺六桥(690路),龙城里小区,龙城里,民航大学南门(民航大学北区南门),财城大厦,栖霞道,崔家码头,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
830,690路,1,41,崔家码头,栖霞道,财城大厦,民航大学南门(民航大学北区南门),龙城里,龙城里小区,幺六桥(690路),流芳台,综合保税区,空客,西九道,西十道,西十一道(特变电工),通航路(海鸥手表),航空路南(西子联合),天保青年公寓,中心大道中环南路,中心大道西十一道,中心大道西九道,西八道,西七道,露西亚(露西亚商街),万科新里程,天保名居花园,科技大厦(融和广场),空港西湖,空港投资服务中心,空港经济区管委会,环河北路,岭明里,华明三纬路,香园,达园,翠园,紫园,旭园,华润橡树湾,海上国际城,顶秀欣园,华丰家园,华明新家园北公交站(华明新家园北站),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831,695路,0,21,空港地铁公交站,保税路,空港汽车园,金泰丽湾,华明集团,海特公司,低碳产业基地,联明安防城,芭而蒂服饰,家家幸福商业中心,德园,世博华明馆,科创慧谷,泽园,翠园,紫园,旭园,华润橡树湾,海上国际城,恒大名都,华明新家园南公交站(华明新家园南站),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
832,695路,1,21,华明新家园南公交站(华明新家园南站),恒大名都,海上国际城,华润橡树湾,旭园,紫园,翠园,泽园,科创慧谷,世博华明馆,德园,家家幸福商业中心,芭而蒂服饰,联明安防城,低碳产业基地,海特公司,华明集团,金泰丽湾,空港汽车园,保税路,空港地铁公交站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
833,636路,0,22,赛达新兴产业园公交站,赛达伟业,赛达八纬路,峰山药王庙,渤海天易园,玛歌庄园,赛达路宏源道,亲亲家园,金峰路,谊龙花园,兴华道,西青开发区管委会,洛卡小镇,汐岸国际,梅江会展中心地铁站,天津国际老龄村,友谊南路桥,左江道地铁站,红磡玉水园,平江南道,宾馆南道,文化中心公交站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834,636路,1,22,文化中心公交站,宾馆南道,平江南道,红磡玉水园,左江道地铁站,友谊南路桥,天津国际老龄村,梅江会展中心地铁站,汐岸国际,洛卡小镇,西青开发区管委会,兴华道,谊龙花园,金峰路,亲亲家园,赛达路宏源道,玛歌庄园,渤海天易园,峰山药王庙,赛达八纬路,赛达伟业,赛达新兴产业园公交站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
835,624路,0,25,高新区地铁站,海泰南北大街,华庄子,创新二路,海益国际,海泰南公交站,创新三路,创新四路,西门子,施耐德电气,发展一道,环亚国际马球会,海泰西路,高新区软件园,电子科技十八所,华科二路,华科一路,华科大街,华翼蓝天,蓝天高科,发展二路,赛象科技,中环半导体,成科机电,高新区地铁站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
836,624路,1,25,高新区地铁站,成科机电,中环半导体,赛象科技,发展二路,蓝天高科,华翼蓝天,华科大街,华科一路,华科二路,电子科技十八所,高新区软件园,海泰西路,环亚国际马球会,发展一道,施耐德电气,西门子,创新四路,创新三路,海泰南公交站,海益国际,创新二路,华庄子,海泰南北大街,高新区地铁站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
837,667路,0,13,高新区地铁站,睿智路,思智路,慧明道,慧谷科技园,学府大道,牛坨子桥,床单五厂,牛坨子村,永红村,民兴路,小镇西西里,祥和园,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
838,667路,1,13,祥和园,小镇西西里,民兴路,永红村,牛坨子村,床单五厂,牛坨子桥,学府大道,慧谷科技园,慧明道,思智路,睿智路,高新区地铁站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
839,611路(小圈),0,7,武清城际站(终点站),经纬城市绿洲,亨通花园,凯旋王国,低碳实践基地,亨远路,逸仙园(达成一支路),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
840,611路(小圈),1,7,逸仙园(达成一支路),亨远路,低碳实践基地,凯旋王国,亨通花园,经纬城市绿洲,武清城际站(终点站),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
841,677路(高峰线),0,26,空港经济区公交站,天保青年公寓,中环南路(益源钢板),西十道,航天路南,中心大道西九道,航空路,航空路西八道,航天路北,国际温泉高尔夫[中环西路],科技大厦(融和广场),空港投资服务中心,西三道,汽车园东路,空港汽车园,赵庄子,于明庄,天津八中,天山北路,紫玉园西门,龙山道昆仑路口,松风西里,盘山道,崂山道,香山道,天山路,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
842,677路(高峰线),1,23,天山路,香山道,崂山道,盘山道,松风西里,天山北路,于明庄,赵庄子,空港汽车园,汽车园东路,西三道,空港投资服务中心,科技大厦(融和广场),国际温泉高尔夫[中环西路],航天路北,航空路西八道,航空路,中心大道西九道,航天路南,西十道,中环南路(益源钢板),天保青年公寓,空港经济区公交站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
843,697路,0,32,丽苑小区站(丽苑小区公交站),彩丽园,天津八中,天山北路,万兴花园,松风西里,盘山道,崂山道,香山道,天山路,昆仑小区,昆仑北里,昆仑里,富民路,洪泽路,太湖路,黑牛城道,大沽南路,尖山宿舍,大沽南路日报大厦,南楼地铁站,爱国里,前程里[隆昌路],西南楼,友谊路,儿童医院,佟楼,气象台路德才里,东风里,金山里,宾水桥,体北站(体院北公交站),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844,697路,1,32,体北站(体院北公交站),宾水桥,金山里,东风里,气象台路德才里,佟楼,儿童医院,友谊路,西楼,爱国北里,南楼地铁站,大沽南路日报大厦,尖山宿舍,大沽南路,黑牛城道,太湖路,洪泽路,富民路,金月湾,万明园,月牙河南路,昆仑里,昆仑北里,昆仑小区,天山路,香山道,崂山道,盘山道,松风西里,天山北路,彩丽园,丽苑小区站(丽苑小区公交站),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
845,612路,0,26,天南大新址公交站,南开大学新校西门,海教园管委会,天津大学新校东门,景蓬道,景茗道,景荔道,景荷道,香堤苑,津港高速辅路,北里八口,龙津园,柳杨道,大寺中学,仁居锦园,大任庄,汐岸国际,梅江会展中心地铁站,天津国际老龄村,友谊南路桥,紫金山路蓝水园,紫桂苑,金山里,平泉道,手表厂,南开大学,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
846,612路,1,28,南开大学,手表厂,天塔,天塔南(原环湖医院),金山里,紫桂苑,紫金山路蓝水园,左江道地铁站,友谊南路桥,天津国际老龄村,梅江会展中心地铁站,汐岸国际,大任庄,仁居锦园,大寺中学,柳杨道,龙津园,北里八口,津港高速辅路,香堤苑,景荷道,景荔道,景茗道,景蓬道,天津大学新校东门,海教园管委会,南开大学新校西门,天南大新址公交站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
847,612路(快线),0,6,天南大新址公交站,南开大学新校西门,天津大学新校东门,天塔,手表厂,南开大学,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
848,612路(快线),1,6,南开大学,手表厂,天塔,天津大学新校东门,南开大学新校西门,天南大新址公交站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849,613路,0,22,天南大新址公交站,南开大学新校西门,海教园管委会,天津大学新校东门,景蓬道,景茗道,景荔道,盈翠名苑,景荷道,香堤苑,双港新家园北,重庆街,富力桃园,郭黄庄,环美大酒店,微山路渌水道,微山路浯水道,微山路桂江里,微山路贵山里,微山路双水道,陵水道,华山里地铁站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
850,613路,1,22,华山里地铁站,陵水道,微山路双水道,微山路贵山里,微山路桂江里,微山路浯水道,微山路渌水道,环美大酒店,郭黄庄,富力桃园,重庆街,双港新家园北,香堤苑,景荷道,盈翠名苑,景荔道,景茗道,景蓬道,天津大学新校东门,海教园管委会,南开大学新校西门,天南大新址公交站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851,615路,0,28,天南大新址公交站,南开大学新校西门,海教园管委会,天津大学新校东门,景蓬道,景茗道,景荔道,景荷道,香堤苑,津港高速辅路,北里八口,龙津园,柳杨道,大寺中学,仁居锦园,大任庄,汐岸国际,梅江会展中心地铁站,天津国际老龄村,友谊南路桥,紫金山路蓝水园,紫桂苑,金山里,平泉道,八里台,七里台,天大宿舍,天津大学,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
852,615路,1,30,天津大学,天大宿舍,七里台,八里台,天塔,天塔南(原环湖医院),金山里,紫桂苑,紫金山路蓝水园,左江道地铁站,友谊南路桥,天津国际老龄村,梅江会展中心地铁站,汐岸国际,大任庄,仁居锦园,大寺中学,柳杨道,龙津园,北里八口,津港高速辅路,香堤苑,景荷道,景荔道,景茗道,景蓬道,天津大学新校东门,海教园管委会,南开大学新校西门,天南大新址公交站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
853,615路(快线),0,5,天南大新址公交站,天津大学新校东门,天塔,七里台,天津大学,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
854,615路(快线),1,5,天津大学,七里台,天塔,天津大学新校东门,天南大新址公交站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
855,603路,0,24,杨柳青临时客运站,西青区政府,新华道,龙华里,星河湾花苑,碧泉花园,成发馨苑,西青区公路管理局,中环学院,公用技师学院,莱茵小镇,杨柳青一中,西青中等专业学校,水岸华庭,西马庄,兴苑家园,新华道京福线,中北镇中心幼儿园,阜锦道星光路,阜春河桥,阜锦道金霞路,曹庄欣苑南门,中北乐园公交站,曹庄地铁站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
856,603路,1,25,曹庄地铁站,中北镇工业园管委会,曹庄欣苑,曹庄欣苑南门,阜锦道金霞路,阜春河桥,阜锦道星光路,中北镇中心幼儿园,新华道京福线,兴苑家园,西马庄,水岸华庭,西青中等专业学校,杨柳青一中,莱茵小镇,公用技师学院,中环学院,西青区公路管理局,成发馨苑,碧泉花园,星河湾花苑,龙华里,新华道,西青区政府,杨柳青临时客运站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857,604路,0,19,梅江站(梅江南公交站),绥江道,瑞江花园竹苑,瑞江道,珠江装饰城,郁江南里,文才公寓,金星里,平江南里,二附属西门,科技馆,乐园道地铁站,广东路西南楼,西楼,泰达园,新华中学,浦口道,香港路,大营门,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
858,604路,1,18,大营门,天津图书大厦,南昌路,泰达园,西楼,广东路西南楼,乐园道地铁站,天津四中,科技馆,二附属西门,平江南里,金星里,文才公寓,郁江南里,珠江装饰城,珠江道,汽配城,梅江站(梅江南公交站),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859,690路(区间),0,15,东丽湖公交站,阅湖苑,万科实验模范学校,北大附中,东丽大道,南二路,东丽湖度假村,天津华侨城欢乐谷,欢乐谷东,东丽湖生态公园,武警后勤学院,天骥智谷,首创溪堤郡,天欣锦园,华明新家园北公交站(华明新家园北站),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860,690路(区间),1,15,华明新家园北公交站(华明新家园北站),天欣锦园,首创溪堤郡,天骥智谷,武警后勤学院,东丽湖生态公园,欢乐谷东,天津华侨城欢乐谷,东丽湖度假村,南二路,东丽大道,北大附中,万科实验模范学校,阅湖苑,东丽湖公交站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
861,696路(便民线),0,20,恒大绿洲,芳樱路华侨城实验学校,天津华侨城欢乐谷,东丽湖公交站,阅湖苑,万科实验模范学校,北大附中,东丽湖度假村,欢乐谷东,东丽湖生态公园,武警后勤学院,天骥智谷,津汉公路首创溪堤郡,赤贯桥,空港奥特莱斯南,空港投资服务中心,西三道,汽车园东路,保税路,空港地铁公交站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
862,696路(便民线),1,19,空港地铁公交站,保税路,汽车园东路,西三道,空港投资服务中心,空港奥特莱斯南,赤贯桥,天骥智谷,武警后勤学院,东丽湖生态公园,欢乐谷东,东丽湖度假村,北大附中,万科实验模范学校,阅湖苑,东丽湖公交站,天津华侨城欢乐谷,芳樱路华侨城实验学校,恒大绿洲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
863,616路(快线),0,6,曹庄子花卉市场,曹庄地铁站,侯台公交站,侯台村,迎水西里,王顶堤站(王顶堤公交站),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
864,616路(快线),1,6,王顶堤站(王顶堤公交站),迎水西里,侯台村,侯台公交站,曹庄地铁站,曹庄子花卉市场,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
865,694路,0,25,华明商贸中心公交站,幺六桥道,香园,翔园,世博华明馆,明湖苑,科创慧谷,环河北路,空港奥特莱斯南,中环东路,东二道,空港经济区图书馆,邻里中心,空港医院,东六道环河东路,兴宇路东七道,裕岭嘉园,丽湖环路南桥,国电客服北方园区,欢乐谷东,东丽湖度假村,北大附中,万科实验模范学校,阅湖苑,东丽湖公交站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
866,694路,1,25,东丽湖公交站,阅湖苑,万科实验模范学校,北大附中,东丽湖度假村,欢乐谷东,国电客服北方园区,丽湖环路南桥,裕岭嘉园,兴宇路东七道,东六道环河东路,空港医院,邻里中心,空港经济区图书馆,东二道,中环东路,空港奥特莱斯南,环河北路,科创慧谷,明湖苑,世博华明馆,翔园,香园,幺六桥道,华明商贸中心公交站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
867,664路,0,24,东丽湖公交站,阅湖苑,万科实验模范学校,北大附中,东丽湖度假村,天津华侨城欢乐谷,华侨城实验学校,滨海国际花卉园,东丽郊野公园,东丽国防教育基地,杨北公路[津大线],欢坨村,东安驾校,南孙庄,南孙庄路口,南何庄,金河家园,北方五金城,金钟新城生态社区,德益里,仁爱路,德悦里,德盈里,金钟新市镇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
868,664路,1,24,金钟新市镇,德盈里,德悦里,仁爱路,德益里,金钟新城生态社区,北方五金城,金河家园,南何庄,南孙庄路口,南孙庄,东安驾校,欢坨村,杨北公路[津大线],东丽国防教育基地,东丽郊野公园,滨海国际花卉园,华侨城实验学校,天津华侨城欢乐谷,东丽湖度假村,北大附中,万科实验模范学校,阅湖苑,东丽湖公交站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
869,654路,0,9,华明商贸中心公交站,幺六桥道,华明商贸中心,家家幸福商业中心,金泰丽湾南门,赤贯桥,津汉公路宁静高速口,东丽北部许可中心,天安智慧港公交站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
870,654路,1,9,天安智慧港公交站,东丽北部许可中心,津汉公路宁静高速口,赤贯桥,金泰丽湾南门,家家幸福商业中心,华明商贸中心,幺六桥道,华明商贸中心公交站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
871,674路,0,24,杨柳青临时客运站,西青区政府,青云里,西青医院,柳霞路,星河湾花苑,碧泉花园,润杨道,公用技师学院,柳馨园,浴杨道,杨柳青工业园,家泰里,家诚里,吉庆道(高泰路),星河荣御,田丽小学,香堤庭院,香海花园,玉锦路,社会山如鱼,社会山花园,社会山中心,天津南站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
