line_no,line_up,station_num,station_0,name_0,station_1,name_1,station_2,name_2,station_3,name_3,station_4,name_4,station_5,name_5,station_6,name_6,station_7,name_7,station_8,name_8,station_9,name_9,station_10,name_10,station_11,name_11,station_12,name_12,station_13,name_13,station_14,name_14,station_15,name_15,station_16,name_16,station_17,name_17,station_18,name_18,station_19,name_19,station_20,name_20,station_21,name_21,station_22,name_22,station_23,name_23,station_24,name_24,station_25,name_25,station_26,name_26,station_27,name_27,station_28,name_28,station_29,name_29,station_30,name_30,station_31,name_31,station_32,name_32,station_33,name_33,station_34,name_34,station_35,name_35,station_36,name_36,station_37,name_37,station_38,name_38,station_39,name_39,station_40,name_40,station_41,name_41,station_42,name_42,station_43,name_43,station_44,name_44,station_45,name_45,station_46,name_46,station_47,name_47,station_48,name_48,station_49,name_49,station_50,name_50,station_51,name_51,station_52,name_52,station_53,name_53,station_54,name_54,station_55,name_55,station_56,name_56,station_57,name_57,station_58,name_58,station_59,name_59,station_60,name_60,station_61,name_61,station_62,name_62,station_63,name_63,station_64,name_64,station_65,name_65,station_66,name_66,station_67,name_67,station_68,name_68,station_69,name_69,station_70,name_70,station_71,name_71,station_72,name_72,station_73,name_73,station_74,name_74,station_75,name_75,station_76,name_76,station_77,name_77,station_78,name_78,station_79,name_79,station_80,name_80,station_81,name_81,station_82,name_82,station_83,name_83,station_84,name_84,station_85,name_85,station_86,name_86,station_87,name_87,station_88,name_88,station_89,name_89,station_90,name_90,station_91,name_91,station_92,name_92,station_93,name_93,station_94,name_94,station_95,name_95,station_96,name_96,station_97,name_97,station_98,name_98,station_99,name_99,station_100,name_100,station_101,name_101,station_102,name_102,station_103,name_103,station_104,name_104,station_105,name_105,station_106,name_106,station_107,name_107,station_108,name_108,station_109,name_109,station_110,name_110,station_111,name_111,station_112,name_112,station_113,name_113,station_114,name_114,station_115,name_115,station_116,name_116,station_117,name_117,station_118,name_118,station_119,name_119,station_120,name_120,station_121,name_121,station_122,name_122,station_123,name_123,station_124,name_124,station_125,name_125,station_126,name_126
827路,1,20,4283,太阳城站(太阳城公交站),2080,贺兰路,5285,云丽园,4183,天津八中,4157,天山北路,4389,万兴花园,3884,松风西里,3366,盘山道,2779,崂山道,5239,香山道,4162,天山路,717,东局子,2214,军事交通学院,1204,儿童村,5828,制药厂,4181,天津七中,1639,华北医院,3230,南横街,4233,天津站海河广场(天津站B1站台),5759,中心公园(92路/827路),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
915路(尚未开通),0,29,5848,增兴窑,2641,昆仑里,2638,昆仑北里,2639,昆仑小区,717,东局子,1351,芳馨园,5748,中山门二号路,1155,蝶桥公寓,1190,二宫南门(富民路),1260,富华小区,1269,富民商业街,6049,郑庄子,3074,棉四宿舍,4087,土城,962,大沽南路,2038,红霞里,2140,黑牛城道,2474,金星里,3331,平江南里,4487,文玥里,2374,津谊桥,4426,五一阳光,2004,环湖中路,2393,纪庄子前街,2692,丽江道,4546,王兰庄,3119,美域兰园,4548,王兰花园,5726,中医一附院新院,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
915路(尚未开通),1,30,5726,中医一附院新院,4548,王兰花园,3119,美域兰园,4546,王兰庄,2692,丽江道,2393,纪庄子前街,2004,环湖中路,4426,五一阳光,2374,津谊桥,4487,文玥里,3331,平江南里,2474,金星里,2140,黑牛城道,2038,红霞里,962,大沽南路,4087,土城,3074,棉四宿舍,6049,郑庄子,1269,富民商业街,1260,富华小区,1189,二宫南门(光华路),4938,新村口,1188,二宫,5748,中山门二号路,1351,芳馨园,717,东局子,2639,昆仑小区,2638,昆仑北里,2641,昆仑里,5848,增兴窑,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452路,0,24,1817,汉沽中心站,1828,汉沽建行,1840,汉沽邮政局,2449,金佰汇商厦,1816,汉沽一中,4615,魏民里,1820,汉沽八街,5395,易居庭苑,5108,西庄坨,719,东庄坨,5644,逸安园,4614,魏庄,4293,桃园中学,5423,杨家泊,5425,杨家泊镇政府,5424,杨家泊小学,737,东李自沽,1230,傅庄村委会,5827,制盐一场[452路],1572,高庄水库,1566,高庄,1567,高庄中学,2652,看才,2905,罗卜坨,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452路,1,23,2905,罗卜坨,2652,看才,1567,高庄中学,1566,高庄,1572,高庄水库,5827,制盐一场[452路],1230,傅庄村委会,737,东李自沽,5424,杨家泊小学,5425,杨家泊镇政府,5423,杨家泊,4293,桃园中学,4614,魏庄,5644,逸安园,719,东庄坨,5108,西庄坨,5395,易居庭苑,1820,汉沽八街,4615,魏民里,1816,汉沽一中,2449,金佰汇商厦,1840,汉沽邮政局,1817,汉沽中心站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
通勤快车50路,0,21,1521,葛沽公交站,1316,福康里,5928,曾庄,2804,李家圈,5003,欣达公寓,722,东张庄,4923,新建里,2222,剧场,4696,咸水沽医院,2502,金石南里,5691,雅馨路天桥,5688,雅言路天桥,1736,后辛庄,5814,中辛庄,4073,唐庄子,,,1425,天职师大,4724,学苑路,2840,柳苑公寓,4087,土城,4454,围堤道,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
通勤快车50路,1,21,4454,围堤道,4087,土城,2840,柳苑公寓,4724,学苑路,1425,天职师大,,,4073,唐庄子,5814,中辛庄,1736,后辛庄,5688,雅言路天桥,5691,雅馨路天桥,2502,金石南里,4696,咸水沽医院,2222,剧场,4923,新建里,722,东张庄,5003,欣达公寓,2804,李家圈,5928,曾庄,1316,福康里,1521,葛沽公交站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115路,0,16,2683,临港公交站,733,东方新城,2870,渤海三十路蓝领公寓,1110,电力机车,1423,国际轮胎,5753,中建商混,2248,均利石材,1936,海泰工业园,4165,天广消防,3907,水科所,4120,天保社区(月湾花园),1955,海澜花园小区,3935,生态湿地公园,4222,天津碱厂,4119,天保物流,2684,临港管委会,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115路,1,16,2684,临港管委会,4119,天保物流,4222,天津碱厂,3935,生态湿地公园,1955,海澜花园小区,4120,天保社区(月湾花园),3907,水科所,4165,天广消防,1936,海泰工业园,2248,均利石材,5753,中建商混,1423,国际轮胎,1110,电力机车,2870,渤海三十路蓝领公寓,733,东方新城,2683,临港公交站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123路,0,7,765,东疆商品交易市场,967,大洋冻品,6048,郑州道,5562,英利公司[东疆港],1883,浩物骏驰4S店,768,东疆第二联检服务中心,765,东疆商品交易市场,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513路,0,22,1596,高铁于家堡站(终点站),5990,紫云公园(中央大道),5596,贻欣园,3524,轻轨市民广场,2102,鸿泰花园,2627,开发区海关,4285,投资服务中心,4332,泰达学院,1296,枫叶学校(北海路),2065,航运中心(北港路),3378,七号路海关,4953,新港八号路,3318,欧洲路宁夏道,3319,欧洲路陕西道,768,东疆第二联检服务中心,5701,中交地产c谷,767,东疆湾景区,766,东疆港公交站(东疆金融贸易中心),1962,海语城,1385,公安总部基地,770,东疆邮轮母港,769,东疆纪念公园,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513路,1,23,769,东疆纪念公园,770,东疆邮轮母港,1385,公安总部基地,1962,海语城,766,东疆港公交站(东疆金融贸易中心),767,东疆湾景区,5701,中交地产c谷,768,东疆第二联检服务中心,3319,欧洲路陕西道,3318,欧洲路宁夏道,4953,新港八号路,3378,七号路海关,2065,航运中心(北港路),4302,泰丰公园,1296,枫叶学校(北海路),4332,泰达学院,4285,投资服务中心,2627,开发区海关,2102,鸿泰花园,3524,轻轨市民广场,5596,贻欣园,5990,紫云公园(中央大道),1596,高铁于家堡站(终点站),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
942路,0,4,766,东疆港公交站(东疆金融贸易中心),767,东疆湾景区,5701,中交地产c谷,768,东疆第二联检服务中心,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
942路,1,4,768,东疆第二联检服务中心,5701,中交地产c谷,767,东疆湾景区,766,东疆港公交站(东疆金融贸易中心),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340路,0,12,3926,泗阳道站(泗阳道公交站),5552,艳益家园,2286,建昌道,4215,天津服装城,3593,润园里,1554,革新道,5331,宇翠里(宇萃里),5551,艳泉里,5571,莹津里,2170,井冈山路,773,东盈里,4880,新东方家园,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340路,1,12,4880,新东方家园,773,东盈里,2170,井冈山路,5571,莹津里,5551,艳泉里,5331,宇翠里(宇萃里),1554,革新道,3593,润园里,4215,天津服装城,2286,建昌道,5552,艳益家园,3926,泗阳道站(泗阳道公交站),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701路,0,17,2517,金钟新市镇,3567,仁德路,5386,悦和里,4642,信德里,2516,金钟新城生态社区,951,大毕庄,1437,工业区,4867,徐庄子[东丽区],777,东窑洼,1615,何兴庄,3461,桥园里,2486,金沙江路,4545,王串场四号路,2621,开云大厦,4774,小树林,3727,十字街,4231,天津站后广场公交站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701路,1,17,4231,天津站后广场公交站,3727,十字街,4774,小树林,2621,开云大厦,4545,王串场四号路,2486,金沙江路,3461,桥园里,1615,何兴庄,777,东窑洼,4867,徐庄子[东丽区],1437,工业区,951,大毕庄,2516,金钟新城生态社区,4642,信德里,5386,悦和里,3567,仁德路,2517,金钟新市镇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9路,0,26,5761,中心公园(9路/831路),3844,山东路(河北路),5513,烟台道(河北路),2113,黄家花园,1485,桂林路,4047,体育馆,1531,贵州路天和医院,4051,佟楼,3466,气象台路德才里,806,东风里,3465,气象南里,1645,华夏未来,4050,体院北,4045,体育学院东门,2004,环湖中路,2393,纪庄子前街,5801,中石油桥,2365,津涞花园,5453,杨楼,1792,惠鑫花园,5800,中盛里,1348,芳溪园,2448,金丽花园,4551,王台村,1164,邓店村,2885,理工大学主校区公交站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9路,1,26,2885,理工大学主校区公交站,1164,邓店村,4551,王台村,2448,金丽花园,1348,芳溪园,5800,中盛里,1792,惠鑫花园,5453,杨楼,2365,津涞花园,5801,中石油桥,2393,纪庄子前街,2004,环湖中路,4426,五一阳光,4045,体育学院东门,4050,体院北,1645,华夏未来,3465,气象南里,806,东风里,3466,气象台路德才里,4051,佟楼,4131,天和医院,4047,体育馆,1485,桂林路,2113,黄家花园,5512,烟台道(新华路),5761,中心公园(9路/831路),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15路,0,18,818,丹江道公交站,6033,赵沽里,5401,月牙河,2550,靖江桥,2551,靖江路,1371,中医二附院,4541,王串场,1343,芳景里,2621,开云大厦,4774,小树林,3727,十字街,4493,望海楼,1372,估衣街,1851,河北大街,5621,运河北路,5369,御河湾,847,大丰西胡同,5154,西站公交站(C1站台),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15路,1,18,5154,西站公交站(C1站台),847,大丰西胡同,5369,御河湾,5621,运河北路,1851,河北大街,1372,估衣街,4493,望海楼,3727,十字街,4774,小树林,2621,开云大厦,1343,芳景里,4541,王串场,1371,中医二附院,2551,靖江路,2550,靖江桥,5401,月牙河,6033,赵沽里,818,丹江道公交站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611路(小圈),0,7,4508,武清城际站(终点站),2399,经纬城市绿洲,1607,亨通花园,2586,凯旋王国,825,低碳实践基地,1606,亨远路,5641,逸仙园(达成一支路),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611路(小圈),1,7,5641,逸仙园(达成一支路),1606,亨远路,825,低碳实践基地,2586,凯旋王国,1607,亨通花园,2399,经纬城市绿洲,4508,武清城际站(终点站),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
通勤快车9路,0,7,833,动物园站(动物园公交站),2620,康达尚郡,1647,华天道,933,大明道,2196,佳园南里,2199,佳园里,2744,刘园站(刘园公交站),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
通勤快车9路,1,7,2744,刘园站(刘园公交站),2199,佳园里,2196,佳园南里,933,大明道,1647,华天道,2620,康达尚郡,833,动物园站(动物园公交站),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536路,0,23,3247,南环路公交站,5368,引滦小区,2416,蓟州四中,5224,鑫海苑,2610,康复里,3897,水利新村,1111,电厂家属院,5665,阳光小区,3380,七星花园,3542,青山溪语,1283,府君山公园,1288,府君花园,1277,富裕家园,1536,迎宾大道[蓟州区],1098,独乐寺,835,古街西口,2227,吉华里,2104,鸿雁里,4643,信息工程学校,2541,锦江之星大酒店,2413,蓟州二中,2420,蓟州客运站,2973,蓟州公交总站(老电车大酒店公交站),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536路,1,23,2973,蓟州公交总站(老电车大酒店公交站),2420,蓟州客运站,2413,蓟州二中,2541,锦江之星大酒店,4643,信息工程学校,2104,鸿雁里,2227,吉华里,835,古街西口,1098,独乐寺,1536,迎宾大道[蓟州区],1277,富裕家园,1288,府君花园,1283,府君山公园,3542,青山溪语,3380,七星花园,5665,阳光小区,1111,电厂家属院,3897,水利新村,2610,康复里,5224,鑫海苑,2416,蓟州四中,5368,引滦小区,3247,南环路公交站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347路,0,14,2768,利海家园,1169,顶佳园,2729,兰苑路,2620,康达尚郡,3579,华苑地铁站(原日华里),836,地华里,5745,中孚路,1698,华苑雅士道,4128,天华里,2268,居华里,5286,云华里,5661,阳光100,4459,外环辅路秀川路,5662,阳光100公交站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347路,1,14,5662,阳光100公交站,4459,外环辅路秀川路,5661,阳光100,5286,云华里,2268,居华里,4128,天华里,1698,华苑雅士道,5745,中孚路,836,地华里,3579,华苑地铁站(原日华里),2620,康达尚郡,2729,兰苑路,1169,顶佳园,2768,利海家园,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106路(尚未开通),0,18,4096,塘沽中心站,5514,烟台道[滨海塘沽],839,地道口[滨海塘沽],5500,洋货市场,1770,宏达公寓,2228,吉宁里,1800,杭州道中心北路,1801,杭州道医院,1803,杭州道福建北路,1253,妇幼医院,5968,珠江小区,5974,珠江里[滨海塘沽],1802,新河庄(杭州道),4944,新河庄周转房,4947,新河矿粉物流,1993,环卫机扫中心,1888,海军后勤,3815,四道桥,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106路(尚未开通),1,17,3815,四道桥,1888,海军后勤,1993,环卫机扫中心,4947,新河矿粉物流,4944,新河庄周转房,1802,新河庄(杭州道),5974,珠江里[滨海塘沽],5968,珠江小区,1253,妇幼医院,1803,杭州道福建北路,1801,杭州道医院,1800,杭州道中心北路,2228,吉宁里,1770,宏达公寓,5500,洋货市场,839,地道口[滨海塘沽],4096,塘沽中心站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
