line_no,line_up,station_num,station_0,name_0,station_1,name_1,station_2,name_2,station_3,name_3,station_4,name_4,station_5,name_5,station_6,name_6,station_7,name_7,station_8,name_8,station_9,name_9,station_10,name_10,station_11,name_11,station_12,name_12,station_13,name_13,station_14,name_14,station_15,name_15,station_16,name_16,station_17,name_17,station_18,name_18,station_19,name_19,station_20,name_20,station_21,name_21,station_22,name_22,station_23,name_23,station_24,name_24,station_25,name_25,station_26,name_26,station_27,name_27,station_28,name_28,station_29,name_29,station_30,name_30,station_31,name_31,station_32,name_32,station_33,name_33,station_34,name_34,station_35,name_35,station_36,name_36,station_37,name_37,station_38,name_38,station_39,name_39,station_40,name_40,station_41,name_41,station_42,name_42,station_43,name_43,station_44,name_44,station_45,name_45,station_46,name_46,station_47,name_47,station_48,name_48,station_49,name_49,station_50,name_50,station_51,name_51,station_52,name_52,station_53,name_53,station_54,name_54,station_55,name_55,station_56,name_56,station_57,name_57,station_58,name_58,station_59,name_59,station_60,name_60,station_61,name_61,station_62,name_62,station_63,name_63,station_64,name_64,station_65,name_65,station_66,name_66,station_67,name_67,station_68,name_68,station_69,name_69,station_70,name_70,station_71,name_71,station_72,name_72,station_73,name_73,station_74,name_74,station_75,name_75,station_76,name_76,station_77,name_77,station_78,name_78,station_79,name_79,station_80,name_80,station_81,name_81,station_82,name_82,station_83,name_83,station_84,name_84,station_85,name_85,station_86,name_86,station_87,name_87,station_88,name_88,station_89,name_89,station_90,name_90,station_91,name_91,station_92,name_92,station_93,name_93,station_94,name_94,station_95,name_95,station_96,name_96,station_97,name_97,station_98,name_98,station_99,name_99,station_100,name_100,station_101,name_101,station_102,name_102,station_103,name_103,station_104,name_104,station_105,name_105,station_106,name_106,station_107,name_107,station_108,name_108,station_109,name_109,station_110,name_110,station_111,name_111,station_112,name_112,station_113,name_113,station_114,name_114,station_115,name_115,station_116,name_116,station_117,name_117,station_118,name_118,station_119,name_119,station_120,name_120,station_121,name_121,station_122,name_122,station_123,name_123,station_124,name_124,station_125,name_125,station_126,name_126
597路,0,28,208,宝坻火车站,2902,绿色家园,121,北方装饰城,199,宝坻客运站,3427,劝宝东门,204,宝坻总工会,5858,宝坻中医院,1691,华苑东区,4156,天宝新苑小区,5383,怡购商业广场,5384,怡购清华园,516,潮阳花园,2585,凯旋家园,2508,金色领地花园,895,大套村,4754,小套村,4596,王辛庄,2957,莲子营村,51,八户庄,4739,小兰各庄,4779,小河口,5088,西瞿阝,712,东寨[宝坻宝武路],364,薄庄(宝武路),882,大口屯镇北,879,大口屯派出所,878,大口屯医院,881,大口屯路,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597路,1,28,881,大口屯路,878,大口屯医院,879,大口屯派出所,882,大口屯镇北,364,薄庄(宝武路),712,东寨[宝坻宝武路],5088,西瞿阝,4779,小河口,4739,小兰各庄,51,八户庄,2957,莲子营村,4596,王辛庄,4754,小套村,895,大套村,2508,金色领地花园,2585,凯旋家园,516,潮阳花园,5384,怡购清华园,5383,怡购商业广场,4156,天宝新苑小区,1691,华苑东区,5858,宝坻中医院,204,宝坻总工会,3427,劝宝东门,199,宝坻客运站,121,北方装饰城,2902,绿色家园,208,宝坻火车站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538路,0,17,4058,同乐园,2425,蓟州新城北区,2187,京畿鼎园,52,八景园,1280,富龙湾家园,3650,西南隅,3179,南关,2411,蓟州中医院,2417,蓟州图书馆,3708,世纪宾馆,2424,蓟州房管局,1992,环保地球村,3451,曲苑风荷,2300,新闻中心,2615,康平里,3543,青山溪语北门,3849,山澜乡韵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538路,1,17,3849,山澜乡韵,3543,青山溪语北门,2615,康平里,2300,新闻中心,3451,曲苑风荷,1992,环保地球村,2424,蓟州房管局,3708,世纪宾馆,2417,蓟州图书馆,2411,蓟州中医院,3179,南关,3650,西南隅,1280,富龙湾家园,52,八景园,2187,京畿鼎园,2425,蓟州新城北区,4058,同乐园,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161路,1,60,,,4673,兴盛里,5673,阳春里,466,晨晖北里,589,重阳里,970,大港世纪广场,3988,胜利街(迎宾超市),3801,四化里东门,53,八栋楼,3952,石化社区医院,4660,兴华里,3423,前进里(喜荣街),981,大港实验中学,2913,罗马广场,905,大安桥,5893,张港子村,979,大港四中,5741,中塘镇政府,3778,双闸,2120,黄房子,5739,中塘村,4394,万家码头,687,东台子,4550,王台,675,东兰坨,5059,西兰坨,4589,王稳庄,4590,王稳庄医院,4592,王稳庄工业区,856,大侯庄,857,大侯庄新区,4756,小孙庄[西青区],4757,小孙庄新区,3547,青泊洼,2021,红旗村,2938,芦北口,915,大寺,2857,梨园头,2146,九十五中学,1568,高庄子,4737,小倪庄,4546,王兰庄,2692,丽江道,2788,李七庄,4044,体育学院,4046,体育宾馆,2007,环湖西里,551,苍穹道,4138,天塔,54,八里台,2718,六里台,1886,海光寺,3729,升安大街(陞安大街),3201,南市旅馆街,3869,慎益大街,1599,鼓楼,1372,估衣街,4734,小伙巷,5157,西站公共汽车站,5154,西站公交站(A1站台),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523路,0,45,3516,轻纺城公交站,1897,海川园,1898,海川园西门,5245,香逸园,1321,福津园,1323,福渔园,1324,福港园,1322,福润园,1320,福泽园,969,大港一中,1331,福绣园,1332,福绣园西门,971,大港东环路,455,春晖北里,466,晨晖北里,469,晨晖里西门,970,大港世纪广场,3988,胜利街(迎宾超市),3800,四化里,3416,前程里[滨海大港],3953,石化菜市场,982,大港支队,3951,石化总厂,3629,荣华里,3952,石化社区医院,53,八栋楼,3990,胜利里,3991,胜利里南门,5917,振华里,4667,兴慧里,4666,兴德里(大港医院),2588,凯旋苑,5482,永明里,1308,福兴医院,1331,福绣园,969,大港一中,1320,福泽园,1322,福润园,1324,福港园,1323,福渔园,1321,福津园,5245,香逸园,1898,海川园西门,1897,海川园,3516,轻纺城公交站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523路,1,45,3516,轻纺城公交站,1897,海川园,1898,海川园西门,5245,香逸园,1321,福津园,1323,福渔园,1324,福港园,1322,福润园,1320,福泽园,969,大港一中,1331,福绣园,1308,福兴医院,5482,永明里,2588,凯旋苑,4666,兴德里(大港医院),4667,兴慧里,5917,振华里,3991,胜利里南门,3990,胜利里,53,八栋楼,3952,石化社区医院,3629,荣华里,3951,石化总厂,982,大港支队,3953,石化菜市场,3416,前程里[滨海大港],3800,四化里,3988,胜利街(迎宾超市),970,大港世纪广场,469,晨晖里西门,466,晨晖北里,455,春晖北里,971,大港东环路,1332,福绣园西门,1331,福绣园,969,大港一中,1320,福泽园,1322,福润园,1324,福港园,1323,福渔园,1321,福津园,5245,香逸园,1898,海川园西门,1897,海川园,3516,轻纺城公交站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545路,0,30,1897,海川园,1905,海景园,1974,海韵园,1968,海通园,1811,汇德园,1399,古林街社区服务中心,1339,福锦园,4338,泰达港湾,467,晨晖北里东门,466,晨晖北里,589,重阳里,970,大港世纪广场,3988,胜利街(迎宾超市),3800,四化里,974,大港八中,53,八栋楼,2623,开元里南门,3382,七邻里,977,大港公园北门,972,大港二中,994,大港财政局,993,大港老客运站,1331,福绣园,969,大港一中,1320,福泽园,1328,福满园,1326,福源花园,1808,汇丰园,1947,海滨园,1897,海川园,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545路,1,30,1897,海川园,1947,海滨园,1808,汇丰园,1326,福源花园,1328,福满园,1320,福泽园,969,大港一中,1331,福绣园,993,大港老客运站,994,大港财政局,972,大港二中,977,大港公园北门,3382,七邻里,2623,开元里南门,53,八栋楼,974,大港八中,3800,四化里,3988,胜利街(迎宾超市),970,大港世纪广场,589,重阳里,466,晨晖北里,467,晨晖北里东门,4338,泰达港湾,1339,福锦园,1399,古林街社区服务中心,1811,汇德园,1968,海通园,1974,海韵园,1905,海景园,1897,海川园,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
通勤快车6路,0,9,919,大寺村,3489,泉集里,2146,九十五中学,4737,小倪庄,4138,天塔,54,八里台,1886,海光寺,338,百货大楼(百盛购物中心),4229,天津站(天津站A5站台),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12路,0,30,3836,宿纬路,581,辰纬路南,5857,宙纬路,2130,黄纬路,2521,金钢桥,809,东马路,161,北门(北马路),5803,中研院附属医院,5064,西北角地铁站,3264,南马路,4190,天津商场,3206,南开二纬路,603,长江道,2191,今晚报大厦,2718,六里台,3383,七里台,54,八里台,4138,天塔,551,苍穹道,2007,环湖西里,4046,体育宾馆,4044,体育学院,2788,李七庄,2664,空军医院,2736,凌庄子道,2735,凌庄子,434,彩虹花园,3892,水上公园西路金谷园,3025,龙滨园,833,动物园站(动物园公交站),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12路,1,32,833,动物园站(动物园公交站),3025,龙滨园,1695,华苑新城,2510,金谷园,434,彩虹花园,2735,凌庄子,2736,凌庄子道,2664,空军医院,2788,李七庄,4044,体育学院,4046,体育宾馆,2007,环湖西里,551,苍穹道,4138,天塔,3312,聂公桥,54,八里台,3383,七里台,2718,六里台,2191,今晚报大厦,603,长江道,3206,南开二纬路,4190,天津商场,3264,南马路,5064,西北角地铁站,5803,中研院附属医院,161,北门(北马路),809,东马路,2521,金钢桥,2130,黄纬路,5857,宙纬路,579,辰纬路,3836,宿纬路,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156路,0,33,4225,天津站(天津站A1站台),3093,民族路,3326,平安街,3875,时代广场,3869,慎益大街,3729,升安大街(陞安大街),1886,海光寺,2718,六里台,3383,七里台,54,八里台,4138,天塔,2007,环湖西里,4046,体育宾馆,4546,王兰庄,4737,小倪庄,2857,梨园头,915,大寺,4583,王村(津淄公路),2938,芦北口,3547,青泊洼,4757,小孙庄新区,4756,小孙庄[西青区],4167,天房北路,4080,团泊镇政府,5031,秀水路,4199,天津大学仁爱学院,2827,林奇郡,5882,张家房子,4594,王虎庄,4277,太昌里,1054,大邱庄镇政府,1053,大邱庄桥,1051,大邱庄公交站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156路,1,32,1051,大邱庄公交站,1053,大邱庄桥,1054,大邱庄镇政府,4277,太昌里,4594,王虎庄,5882,张家房子,2827,林奇郡,4199,天津大学仁爱学院,5031,秀水路,4080,团泊镇政府,4167,天房北路,4756,小孙庄[西青区],4757,小孙庄新区,3547,青泊洼,2938,芦北口,4583,王村(津淄公路),915,大寺,2857,梨园头,4737,小倪庄,4546,王兰庄,4046,体育宾馆,2007,环湖西里,4138,天塔,54,八里台,3383,七里台,2718,六里台,1886,海光寺,3729,升安大街(陞安大街),3869,慎益大街,3875,时代广场,5394,意式风情区(进步道),4225,天津站(天津站A1站台),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161路,0,55,5154,西站公交站(A1站台),4734,小伙巷,1372,估衣街,1599,鼓楼,3869,慎益大街,3201,南市旅馆街,3729,升安大街(陞安大街),1886,海光寺,2718,六里台,54,八里台,4138,天塔,551,苍穹道,2007,环湖西里,4046,体育宾馆,4044,体育学院,2788,李七庄,2692,丽江道,4546,王兰庄,4737,小倪庄,1568,高庄子,2146,九十五中学,2857,梨园头,915,大寺,2938,芦北口,2021,红旗村,3547,青泊洼,4757,小孙庄新区,4756,小孙庄[西青区],857,大侯庄新区,856,大侯庄,4592,王稳庄工业区,4590,王稳庄医院,4589,王稳庄,5059,西兰坨,675,东兰坨,4550,王台,687,东台子,4394,万家码头,5739,中塘村,2120,黄房子,3778,双闸,5741,中塘镇政府,979,大港四中,5893,张港子村,905,大安桥,2913,罗马广场,981,大港实验中学,3799,四化建,3988,胜利街(迎宾超市),970,大港世纪广场,589,重阳里,466,晨晖北里,5673,阳春里,4673,兴盛里,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168路,0,64,5152,西站公交站(B1站台),5369,御河湾,1372,估衣街,1599,鼓楼,3869,慎益大街,3201,南市旅馆街,3729,升安大街(陞安大街),1886,海光寺,2718,六里台,3383,七里台,54,八里台,4138,天塔,551,苍穹道,2007,环湖西里,4046,体育宾馆,4044,体育学院,2788,李七庄,2692,丽江道,4546,王兰庄,4737,小倪庄,1568,高庄子,2146,九十五中学,2857,梨园头,915,大寺,4583,王村(津淄公路),2938,芦北口,2021,红旗村,3547,青泊洼,4757,小孙庄新区,4756,小孙庄[西青区],857,大侯庄新区,856,大侯庄,4766,小年庄,4592,王稳庄工业区,4590,王稳庄医院,4589,王稳庄,5059,西兰坨,5460,杨科庄,675,东兰坨,4550,王台,3182,南北台,755,东河筒,5136,西河筒社区,5135,西河筒,513,潮宗桥,5179,西闸,429,常流庄,4166,天成桥,6037,赵连庄,5501,洋闸,725,东房子,5215,邢家堼,4578,王房子,638,丁家房子,4797,小王庄镇,5141,西湾河村,925,大庄子桥,116,北抛庄,726,东抛庄,4869,徐庄子中学[滨海大港],4872,徐庄子村,92,北和顺村,3189,南和顺村委会,625,陈寨庄村,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168路,1,65,625,陈寨庄村,3189,南和顺村委会,92,北和顺村,4872,徐庄子村,4869,徐庄子中学[滨海大港],726,东抛庄,116,北抛庄,925,大庄子桥,5141,西湾河村,4797,小王庄镇,638,丁家房子,4578,王房子,5215,邢家堼,725,东房子,5501,洋闸,6037,赵连庄,4166,天成桥,429,常流庄,5179,西闸,513,潮宗桥,5135,西河筒,5136,西河筒社区,755,东河筒,3182,南北台,4550,王台,675,东兰坨,5460,杨科庄,5059,西兰坨,4589,王稳庄,4590,王稳庄医院,4592,王稳庄工业区,4766,小年庄,856,大侯庄,857,大侯庄新区,4756,小孙庄[西青区],4757,小孙庄新区,3547,青泊洼,2021,红旗村,2938,芦北口,4583,王村(津淄公路),915,大寺,2857,梨园头,2146,九十五中学,1568,高庄子,4737,小倪庄,4546,王兰庄,2692,丽江道,2788,李七庄,4044,体育学院,4046,体育宾馆,2007,环湖西里,551,苍穹道,4138,天塔,3312,聂公桥,54,八里台,3383,七里台,2718,六里台,1886,海光寺,3729,升安大街(陞安大街),3201,南市旅馆街,3869,慎益大街,1599,鼓楼,1372,估衣街,5369,御河湾,5152,西站公交站(B1站台),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184路,0,58,2560,静海区中旺镇(港罗路),5783,中旺镇政府,1455,广厦家园,641,丁庄子,5901,张高庄,925,大庄子桥,5141,西湾河村,4797,小王庄镇,4792,小王庄桥,638,丁家房子,4578,王房子,5215,邢家堼,725,东房子,5501,洋闸,6037,赵连庄,4166,天成桥,5444,杨柳庄,429,常流庄,5179,西闸,513,潮宗桥,5135,西河筒,5136,西河筒社区,755,东河筒,3182,南北台,4550,王台,675,东兰坨,5460,杨科庄,5059,西兰坨,4589,王稳庄,4590,王稳庄医院,4592,王稳庄工业区,4766,小年庄,856,大侯庄,857,大侯庄新区,4756,小孙庄[西青区],4757,小孙庄新区,3547,青泊洼,2021,红旗村,2938,芦北口,915,大寺,3677,三环宿舍(天祥工业区),2857,梨园头,2146,九十五中学,1568,高庄子,4546,王兰庄,4046,体育宾馆,2007,环湖西里,551,苍穹道,4138,天塔,3312,聂公桥,54,八里台,3383,七里台,2718,六里台,1886,海光寺,3729,升安大街(陞安大街),3201,南市旅馆街,3869,慎益大街,1599,鼓楼,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184路,1,57,1599,鼓楼,3869,慎益大街,3201,南市旅馆街,3729,升安大街(陞安大街),1886,海光寺,2718,六里台,3383,七里台,54,八里台,4138,天塔,551,苍穹道,2007,环湖西里,4046,体育宾馆,4546,王兰庄,1568,高庄子,2146,九十五中学,2857,梨园头,3677,三环宿舍(天祥工业区),915,大寺,2938,芦北口,2021,红旗村,3547,青泊洼,4757,小孙庄新区,4756,小孙庄[西青区],857,大侯庄新区,856,大侯庄,4766,小年庄,4592,王稳庄工业区,4590,王稳庄医院,4589,王稳庄,5059,西兰坨,5460,杨科庄,675,东兰坨,4550,王台,3182,南北台,755,东河筒,5136,西河筒社区,5135,西河筒,513,潮宗桥,5179,西闸,429,常流庄,5444,杨柳庄,4166,天成桥,6037,赵连庄,5501,洋闸,725,东房子,5215,邢家堼,4578,王房子,638,丁家房子,4792,小王庄桥,4797,小王庄镇,5141,西湾河村,925,大庄子桥,5901,张高庄,641,丁庄子,1455,广厦家园,5783,中旺镇政府,2560,静海区中旺镇(港罗路),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588路,0,60,4959,新湖广场,2581,颖华小区,3997,苏宁电器,4433,五小,1179,二化道口,2203,佳荣商场,676,东兴市场,1069,天桥医院,1975,海馨园,3599,瑞和道口(东方红路),730,东方小区,4144,天大北洋,457,春曦道静文路,2553,静海一中(津文公路),5047,行政中心,4870,徐庄子中学[静海区],2497,金海道,5646,逸海庭院,914,大寨,5099,西寨,1721,后寨,713,东寨[静海区],5983,砖垛,1516,管铺头,5433,杨成庄大桥,4749,小卞庄,5660,阎庄子,4567,王庄子村[西青区津静复线],3826,孙庄子,3628,荣华桥[津文路],3304,牛坨子桥,2444,车管所津西分所,1231,傅村,372,靶场,2885,理工大学主校区,2884,理工大学主校区东门,5028,秀川路,5661,阳光100,1525,观园公寓,2980,迎风道地铁站(原理工大学),5548,育梁道,3856,市委党校,1176,二七一医院,1609,会宾园,5843,周邓纪念馆,3893,水上村,3889,水上公园,3312,聂公桥,54,八里台,3383,七里台,2718,六里台,1886,海光寺,3729,升安大街(陞安大街),3201,南市旅馆街,3869,慎益大街,1599,鼓楼,5803,中研院附属医院,4645,先春园,5157,西站公共汽车站,5155,西站公交站(A2站台),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588路,1,59,5155,西站公交站(A2站台),4645,先春园,5803,中研院附属医院,1599,鼓楼,3869,慎益大街,3201,南市旅馆街,3729,升安大街(陞安大街),1886,海光寺,2718,六里台,3383,七里台,54,八里台,4138,天塔,3889,水上公园,3893,水上村,5843,周邓纪念馆,1609,会宾园,1176,二七一医院,3856,市委党校,5548,育梁道,2980,迎风道地铁站(原理工大学),1525,观园公寓,5661,阳光100,5028,秀川路,2884,理工大学主校区东门,2885,理工大学主校区,372,靶场,1231,傅村,2444,车管所津西分所,3304,牛坨子桥,3628,荣华桥[津文路],3826,孙庄子,4567,王庄子村[西青区津静复线],5660,阎庄子,4749,小卞庄,5433,杨成庄大桥,1516,管铺头,5983,砖垛,713,东寨[静海区],1721,后寨,5099,西寨,914,大寨,5646,逸海庭院,2497,金海道,4870,徐庄子中学[静海区],5047,行政中心,2553,静海一中(津文公路),457,春曦道静文路,4144,天大北洋,730,东方小区,3599,瑞和道口(东方红路),1975,海馨园,1069,天桥医院,676,东兴市场,2203,佳荣商场,1179,二化道口,4433,五小,3997,苏宁电器,2581,颖华小区,4959,新湖广场,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615路,0,28,4129,天南大新址公交站,3218,南开大学新校西门,1900,海教园管委会,4201,天津大学新校东门,2314,景蓬道,,,2312,景荔道,2313,景荷道,5238,香堤苑,2367,津港高速辅路,160,北里八口,3019,龙津园,2834,柳杨道,917,大寺中学,3566,仁居锦园,851,大任庄,5005,汐岸国际,3063,梅江会展中心地铁站,4192,天津国际老龄村,5316,友谊南路桥,6004,紫金山路蓝水园,5995,紫桂苑,2466,金山里,3333,平泉道,54,八里台,3383,七里台,4146,天大宿舍,4198,天津大学,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615路,1,30,4198,天津大学,4146,天大宿舍,3383,七里台,54,八里台,4138,天塔,1765,天塔南(原环湖医院),2466,金山里,5995,紫桂苑,6004,紫金山路蓝水园,5864,左江道地铁站,5316,友谊南路桥,4192,天津国际老龄村,3063,梅江会展中心地铁站,5005,汐岸国际,851,大任庄,3566,仁居锦园,917,大寺中学,2834,柳杨道,3019,龙津园,160,北里八口,2367,津港高速辅路,5238,香堤苑,2313,景荷道,2312,景荔道,,,2314,景蓬道,4201,天津大学新校东门,1900,海教园管委会,3218,南开大学新校西门,4129,天南大新址公交站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
